Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made,Sales_Change,Satisfaction_Change,Purchase_Made_Numeric
control,low value,203.71699822858852,235.4472807672945,64.79286116304522,73.87259310735006,no,31.73028253870598,9.07973194430484,0
control,medium value,215.38589733675528,255.3267269856988,70.25207641696215,74.76773808232466,no,39.94082964894352,4.515661665362501,0
control,high value,213.7017544413656,261.8375900594841,99.53294744,73.87259310735006,no,48.135835618118506,-25.660354332649945,0
treatment,low value,126.13546186793562,202.9045149691628,63.90624455742359,66.29116078470454,yes,76.76905310122717,2.3849162272809536,1
control,high value,203.71699822858852,246.30712483018016,87.35202827,100.0,yes,42.590126601591635,12.647971729999995,1
treatment,medium value,180.5860799220285,291.6915247249976,68.49736257110746,85.22912929242942,no,111.10544480296909,16.73176672132196,0
treatment,medium value,203.71699822858852,211.4568860425153,71.10736482829026,79.01043665866332,no,7.739887813926771,7.903071830373065,0
control,medium value,191.4788482,233.80616429200413,79.04048001361114,60.41127000570296,yes,42.32731609200414,-18.629210007908185,1
control,low value,143.43788752352515,185.3242405080321,70.24902619495936,51.83111573975437,yes,41.88635298450694,-18.41791045520499,1
treatment,high value,204.7719554613392,317.40904282556943,72.89315411530544,83.35513206637502,no,112.63708736423024,10.461977951069585,0
control,high value,225.8593835226148,273.25380429360735,90.91556114549154,92.89133559801824,no,47.394420770992554,1.9757744525267071,0
treatment,medium value,211.03220035279256,327.9309453712299,77.06987522,87.52421786607104,yes,116.89874501843732,10.45434264607104,1
control,high value,173.1930440363014,207.5460919195542,88.59351480157261,100.0,yes,34.3530478832528,11.40648519842739,1
treatment,low value,193.60960414972132,308.7732218976355,70.25207641696215,69.03981343457649,yes,115.16361774791417,-1.212262982385667,1
treatment,unknown,220.76063090922844,362.2722957111576,65.80109561184629,55.93851581765404,yes,141.51166480192916,-9.86257979419225,1
unknown,medium value,232.9933093261128,368.2076922565362,65.99238509747728,65.90131665729957,yes,135.21438293042337,-0.09106844017770754,1
treatment,medium value,196.494686602294,321.06541336360647,83.1459223,81.79922042773693,yes,124.57072676131247,-1.3467018722630684,1
unknown,low value,203.71699822858852,232.7191796754379,36.96889877497164,37.02463184578901,yes,29.00218144684939,0.055733070817368,1
control,medium value,203.71699822858852,205.2977566502756,69.40083278943571,73.87259310735006,no,1.5807584216870794,4.471760317914345,0
unknown,medium value,309.65673252704335,501.3514076278359,70.25207641696215,66.72305536932532,no,191.69467510079255,-3.5290210476368316,0
treatment,medium value,203.71699822858852,280.45795220654577,68.50007517644987,80.61998344012416,yes,76.74095397795725,12.11990826367429,1
control,medium value,236.3268785099445,291.9352864163725,69.90718835,68.69385565787898,no,55.608407906428,-1.2133326921210141,0
control,high value,154.59545498870398,194.03186484346065,91.95467225,93.31227296637836,yes,39.436409854756675,1.3576007163783572,1
control,unknown,200.4472360433793,239.74942033764123,70.25207641696215,73.06042374895091,no,39.302184294261934,2.808347331988756,0
control,unknown,175.58555444239605,206.03822221395467,62.095991924875584,73.87259310735006,no,30.452667771558623,11.776601182474472,0
control,medium value,214.972364935028,265.9165136594049,68.34484557186492,70.19099475,no,50.94414872437693,1.8461491781350787,0
control,medium value,138.3427378548895,165.0607232516367,58.91394888413266,55.67096508284568,yes,26.717985396747196,-3.242983801286975,1
treatment,high value,213.6131344506537,332.57010775674985,98.02234268416676,100.0,yes,118.95697330609616,1.9776573158332411,1
control,medium value,156.2449863391738,182.24112505103903,71.88798713980877,60.2425472,yes,25.99613871186523,-11.645439939808774,1
control,high value,238.0359545071605,286.02726733475345,70.25207641696215,66.50651717472988,no,47.991312827592935,-3.745559242232275,0
treatment,low value,125.16611546816716,207.59212306509843,57.45263115,73.87259310735006,no,82.42600759693127,16.419961957350054,0
control,unknown,217.10337031092456,271.2414825564454,79.70556675069567,84.86164414,no,54.13811224552086,5.156077389304329,0
control,medium value,183.97230862128583,216.5507116068393,77.67626496486652,93.41803638116386,no,32.57840298555345,15.74177141629734,0
control,unknown,203.71699822858852,289.1257958264654,41.25489581624426,34.08445878005235,no,85.40879759787686,-7.170437036191906,0
control,unknown,203.71699822858852,276.832799616152,66.10380434321885,76.65989073066758,unknown,73.11580138756347,10.55608638744873,0
control,high value,266.6757623995778,326.74303999649027,90.32827618602668,100.0,yes,60.06727759691245,9.671723813973315,1
treatment,low value,130.96355210280967,210.1872983666219,44.38245539600194,73.87259310735006,no,79.22374626381222,29.49013771134812,0
control,low value,147.6096804,182.13053253085047,55.57974810748556,55.951961304996125,unknown,34.52085213085047,0.37221319751056825,0
treatment,high value,201.1416890194142,315.44177776489124,96.86467668663308,99.95934557868716,yes,114.30008874547704,3.094668892054088,1
unknown,unknown,261.60442611044704,419.4220896779996,82.91348307,73.87259310735006,yes,157.8176635675526,-9.040889962649942,1
control,low value,181.3056915993876,219.4573282905606,70.25207641696215,70.42173941670167,no,38.151636691173024,0.16966299973951493,0
treatment,low value,135.9960757239693,223.5724329719785,45.86350192196255,73.87259310735006,unknown,87.57635724800917,28.009091185387504,0
control,high value,158.1885114648847,186.7070965730829,100.0,100.0,unknown,28.51858510819821,0.0,0
treatment,medium value,203.71699822858852,387.7671080553278,68.26610224286033,75.72056874617368,yes,184.0501098267393,7.4544665033133555,1
treatment,low value,176.01538212468165,282.24003480006104,70.25207641696215,63.675451370236594,yes,106.22465267537939,-6.57662504672556,1
control,high value,196.7449969479257,244.8256401007334,81.87964527,100.0,yes,48.08064315280771,18.120354730000003,1
control,medium value,179.5225933941836,217.32299330992964,60.60705196754776,64.44334752205378,unknown,37.800399915746056,3.836295554506023,0
control,low value,207.7353792,262.4705895321609,59.78423097186512,51.711405848016845,yes,54.735210332160875,-8.072825123848276,1
unknown,low value,113.89614801955446,136.2292865223656,32.74855355,35.03967656373609,no,22.333138502811153,2.2911230137360903,0
control,unknown,200.1561345,259.86464520279577,62.919868461661466,64.34626040700199,no,59.70851070279576,1.4263919453405265,0
treatment,medium value,184.0924798722871,295.8089472765544,71.18318855040518,73.87259310735006,no,111.71646740426732,2.6894045569448792,0
unknown,low value,104.01738455138252,175.0478988766186,49.640288842996085,51.15135187797507,yes,71.03051432523608,1.5110630349789815,1
treatment,medium value,171.62744073371587,284.40715291134694,77.72521598,91.51503213513296,no,112.77971217763107,13.789816155132954,0
treatment,medium value,287.3954277203011,459.6162132369609,63.22255067908925,74.87490885982932,yes,172.22078551665982,11.652358180740066,1
treatment,low value,130.6331602198885,221.81514562863887,39.28263212,40.05904909979117,no,91.18198540875036,0.7764169797911649,0
treatment,medium value,183.50460140408967,298.8885844854788,65.19931596689706,68.54475535267976,yes,115.38398308138915,3.345439385782697,1
treatment,low value,72.22482946,122.5004323,48.87477410280105,50.12081275633431,yes,50.275602840000005,1.2460386535332617,1
control,medium value,167.23815083667458,207.47442052346403,55.97165853381785,57.977321836861805,no,40.236269686789456,2.005663303043953,0
control,low value,117.10336929691198,146.15206213896195,70.25207641696215,69.61080608015497,no,29.048692842049974,-0.6412703368071817,0
treatment,high value,182.8791871898532,300.6952410112373,90.33226940958691,100.0,yes,117.81605382138406,9.667730590413086,1
treatment,low value,183.34463318182068,284.57593061770854,44.881363769222006,53.897103672453206,no,101.23129743588785,9.0157399032312,0
unknown,low value,107.32579247523104,131.46770416944196,70.25207641696215,38.14342222846118,yes,24.14191169421092,-32.10865418850097,1
control,low value,203.71699822858852,215.6096150911348,53.86767351508039,50.82550408697843,no,11.892616862546276,-3.042169428101964,0
control,medium value,135.60299962725577,162.17675097095238,58.53321446,79.18916121033918,unknown,26.573751343696614,20.655946750339176,0
control,high value,203.71699822858852,159.2425318896952,73.63551890348828,82.36204509,no,-44.474466338893336,8.72652618651172,0
treatment,medium value,234.7351860330455,369.5809069031039,66.65019747,60.38275820931346,yes,134.8457208700584,-6.267439260686537,1
control,medium value,136.3667621371999,159.70758015963798,66.69440848706732,73.87259310735006,no,23.34081802243807,7.178184620282735,0
treatment,low value,203.71699822858852,223.95539171356384,56.43276084869584,73.87259310735006,yes,20.23839348497532,17.439832258654214,1
treatment,medium value,203.71699822858852,242.1796253307716,78.47218892783208,70.62165861337284,yes,38.46262710218306,-7.850530314459235,1
treatment,low value,175.06514589852608,270.1912859245801,70.25207641696215,47.29937483195107,yes,95.126140026054,-22.952701585011084,1
control,high value,200.38225052891005,238.2696901405776,92.13587990110425,73.92144865,no,37.88743961166756,-18.214431251104244,0
control,unknown,160.63498695219252,199.8571842895545,68.19066763789137,69.30113525,no,39.22219733736199,1.1104676121086356,0
treatment,medium value,148.9062221743994,226.87291655731715,78.84978061682236,92.17096883871037,yes,77.96669438291775,13.321188221888008,1
unknown,medium value,167.0563626830768,270.21402584845345,60.65746698285576,67.91104528340504,no,103.15766316537665,7.253578300549286,0
treatment,low value,181.00588108459183,272.16082760264266,56.061776047163725,49.49694564816752,no,91.15494651805082,-6.564830398996207,0
control,low value,162.78776751285974,201.4905877682147,45.11547371820266,62.838579943217866,no,38.702820255354965,17.723106225015208,0
treatment,medium value,220.7011735879826,348.6380744707332,59.714460857168135,51.68518644525294,yes,127.93690088275062,-8.029274411915196,1
control,medium value,219.9666979159994,277.9024859750923,63.18837506147189,60.21883297900835,yes,57.935788059092914,-2.9695420824635406,1
treatment,high value,203.71699822858852,395.5228831667346,70.25207641696215,73.87259310735006,yes,191.80588493814605,3.620516690387902,1
treatment,high value,263.6380127338938,411.2056568162515,70.25207641696215,73.87259310735006,no,147.56764408235773,3.620516690387902,0
treatment,high value,203.38675214103336,327.42847808956554,74.81014326345498,75.18153766755378,no,124.04172594853219,0.3713944040988082,0
unknown,high value,260.49236775374766,316.5753680042151,80.08891201318269,76.23996520606639,no,56.08300025046742,-3.848946807116306,0
control,unknown,215.2372834029249,259.2256007285784,73.61931088121645,94.00064852111096,no,43.9883173256535,20.38133763989451,0
treatment,low value,225.3432470310165,343.42470409836375,58.09587240433436,60.50922103967292,yes,118.08145706734726,2.413348635338565,1
control,unknown,203.71699822858852,125.18151294941973,88.90513087979842,100.0,no,-78.5354852791688,11.09486912020158,0
treatment,high value,169.6308267187939,290.1010571,93.00241873355364,100.0,no,120.47023038120608,6.99758126644636,0
control,medium value,200.0483079412226,239.4552992257123,69.38067700194196,73.87259310735006,yes,39.40699128448972,4.4919161054080945,1
control,low value,186.8077770660109,228.11691311789764,70.25207641696215,60.70680026,no,41.309136051886725,-9.545276156962153,0
control,high value,195.2631411136784,241.00414895971272,90.69076596,82.00985754037895,no,45.741007846034336,-8.680908419621048,0
treatment,high value,106.35401504899576,168.01591154050033,96.59828099146544,73.87259310735006,no,61.661896491504564,-22.725687884115388,0
control,high value,203.84622026439388,243.7668889196661,71.06177384484373,73.87259310735006,yes,39.92066865527221,2.810819262506328,1
control,medium value,220.43678246257087,262.09293266639565,62.31641323754693,81.55727030906007,no,41.65615020382478,19.24085707151314,0
treatment,medium value,158.2940000204958,240.9818647446047,57.11785201273393,43.87476200142741,unknown,82.68786472410892,-13.243090011306514,0
treatment,medium value,187.4127271645234,309.46043529612444,74.88036308757201,83.44701869,no,122.04770813160104,8.566655602427986,0
treatment,unknown,293.1326336722827,461.8252174485968,70.25207641696215,73.87259310735006,yes,168.6925837763141,3.620516690387902,1
treatment,medium value,160.8064778,260.34242006036413,75.16833813655084,78.98895042617492,yes,99.53594226036412,3.82061228962408,1
control,unknown,301.4806496515927,369.0582250020965,83.93728630085666,23.37068761674921,yes,67.57757535050376,-60.56659868410745,1
control,unknown,173.32722009625806,280.45795220654577,70.25207641696215,46.46560666527275,unknown,107.13073211028771,-23.786469751689403,0
unknown,high value,211.134222,248.8757930308244,54.69143978253192,67.05366289944826,no,37.74157103082442,12.362223116916333,0
control,medium value,180.12812312527473,216.29939180494432,87.69393628368184,83.58814696447911,yes,36.171268679669595,-4.105789319202728,1
control,low value,176.82949962771667,216.9614820054317,70.25207641696215,32.85201498926386,no,40.13198237771502,-37.4000614276983,0
treatment,high value,203.71699822858852,203.47223597052783,73.40115886452843,73.87259310735006,yes,-0.24476225806068896,0.4714342428216298,1
control,low value,149.69566757644458,180.5913499818701,49.759571685461054,46.63686877303275,yes,30.895682405425532,-3.122702912428302,1
unknown,low value,103.7096965425961,116.89459578232204,70.25207641696215,73.92144865,yes,13.184899239725937,3.6693722330378478,1
control,unknown,167.73732838468078,204.6104092839005,70.25207641696215,64.83394279041319,no,36.87308089921973,-5.418133626548965,0
treatment,unknown,239.42673766572065,379.7961423256343,84.93412640605051,93.88778506,yes,140.36940465991367,8.95365865394949,1
treatment,medium value,171.29822886767187,272.3105465,69.95465980611714,80.96676345558407,yes,101.01231763232812,11.012103649466937,1
control,high value,150.41733060015963,280.45795220654577,79.57595781181563,73.87259310735006,yes,130.04062160638614,-5.703364704465571,1
treatment,medium value,149.23829036109993,280.45795220654577,70.25207641696215,73.92144865,no,131.21966184544584,3.6693722330378478,0
treatment,high value,301.0101348660489,465.6277052106378,100.0,100.0,no,164.61757034458896,0.0,0
treatment,high value,203.71699822858852,428.8296847,61.06156996882044,63.91971573681919,yes,225.11268647141145,2.8581457679987494,1
treatment,unknown,170.19695121259952,264.8889462,95.69954486,99.93447169609728,yes,94.6919949874005,4.234926836097273,1
treatment,unknown,203.71699822858852,253.04301753578247,72.97255941524207,87.74809566,no,49.326019307193945,14.77553624475793,0
treatment,unknown,199.57747129278889,332.8141918784669,75.90961128872725,73.92144865,yes,133.236720585678,-1.9881626387272462,1
treatment,low value,214.1325363985337,345.1537952592797,43.18810531,52.88574407152072,unknown,131.02125886074603,9.697638761520722,0
control,high value,105.45596105811946,131.54756567485018,70.25207641696215,71.34804089238594,no,26.09160461673072,1.0959644754237843,0
control,low value,136.02456671878974,165.02319432629145,56.57079343799203,64.52684401356584,yes,28.998627607501703,7.956050575573805,1
unknown,unknown,203.71699822858852,310.5125438872234,52.826779904644695,68.44252247814875,no,106.79554565863486,15.61574257350405,0
unknown,medium value,194.1609317399556,237.34221963345843,72.33377738,71.10800913856225,yes,43.18128789350283,-1.2257682414377484,1
control,unknown,170.1545521383231,207.42350343035235,72.29033947,82.38635377780638,no,37.26895129202924,10.09601430780637,0
treatment,unknown,203.71699822858852,284.15305112812416,69.33056949262905,82.46652310864309,yes,80.43605289953564,13.135953616014035,1
control,unknown,203.71699822858852,280.45795220654577,87.59245886153094,73.87259310735006,yes,76.74095397795725,-13.719865754180887,1
treatment,low value,144.8561796013118,216.622799,62.10489624263499,69.62131515789098,unknown,71.76661939868819,7.516418915255983,0
treatment,medium value,127.51542036573872,195.9483282430848,58.65293464,64.41197277600557,yes,68.43290787734608,5.759038136005572,1
treatment,low value,157.47032056291133,280.45795220654577,70.25207641696215,65.49993042909949,no,122.98763164363444,-4.7521459878626615,0
control,unknown,174.89428538838823,219.1307732132652,53.23310481556658,59.45454472313167,yes,44.236487824876974,6.221439907565092,1
control,unknown,75.68453492928143,98.72497608775346,84.71841154458615,100.0,no,23.040441158472035,15.281588455413853,0
control,high value,224.6109002725076,270.4802071248962,87.86933190571335,82.22189375457326,no,45.869306852388604,-5.6474381511400935,0
control,low value,203.71699822858852,235.2632633000813,51.71472659038723,53.44204821296286,yes,31.54626507149277,1.72732162257563,1
treatment,low value,148.78173778221628,228.1336661746888,37.82015662058339,41.05504766661545,yes,79.35192839247253,3.234891046032061,1
treatment,high value,183.0134482191609,295.0234319387653,100.0,100.0,yes,112.00998371960443,0.0,1
control,high value,147.18551455388982,183.7152766800558,91.44506932459726,87.00417455,yes,36.52976212616599,-4.440894774597254,1
treatment,low value,155.77532046478314,242.9630407545999,49.840766827594834,46.75433507207018,yes,87.18772028981675,-3.086431755524657,1
treatment,high value,164.99523208292536,259.4825971590326,73.29422448072887,90.07003372069822,yes,94.48736507610724,16.775809239969348,1
control,high value,273.7199537300368,345.8115869713506,79.47064129286615,73.87259310735006,yes,72.09163324131379,-5.598048185516092,1
treatment,low value,203.71699822858852,263.21405488140994,57.77084353928092,65.94790009644123,yes,59.49705665282141,8.177056557160313,1
control,low value,203.71699822858852,78.78064015753704,42.7558774,73.87259310735006,unknown,-124.93635807105149,31.116715707350053,0
treatment,medium value,204.73715356346952,280.45795220654577,60.37654223736038,73.87259310735006,no,75.72079864307625,13.496050869989674,0
unknown,unknown,239.9010111682732,285.07474530711823,51.75033842759721,61.70033166621645,no,45.17373413884505,9.949993238619243,0
treatment,high value,203.71699822858852,368.11083911125536,65.74619720838794,73.87259310735006,yes,164.39384088266684,8.126395898962116,1
treatment,low value,203.84622026439388,316.89695559556594,70.25207641696215,40.33684432,no,113.05073533117206,-29.915232096962157,0
control,low value,197.8930685163826,244.4451311698868,48.08991926672013,73.87259310735006,no,46.55206265350418,25.782673840629926,0
unknown,low value,203.71699822858852,263.19060550654206,32.92331133526607,37.19848453518059,yes,59.47360727795353,4.275173199914519,1
control,unknown,216.4777142995888,251.8763895694992,67.25307780731592,73.87259310735006,no,35.3986752699104,6.619515300034138,0
unknown,medium value,225.2575030052312,277.2831767053321,55.23074329576514,49.84658403903265,no,52.025673700100896,-5.384159256732488,0
treatment,high value,212.56378866952508,345.20866002665184,100.0,92.88531117238682,no,132.64487135712676,-7.114688827613179,0
treatment,medium value,96.83612681730015,154.2625856,70.25207641696215,62.147876976591775,yes,57.42645878269984,-8.10419944037038,1
control,low value,101.39765373935812,129.82888074883135,56.90105744651376,73.87259310735006,yes,28.431227009473233,16.971535660836295,1
treatment,medium value,139.3400029644207,243.0929436752649,70.22285912201946,79.70966363408766,yes,103.7529407108442,9.486804512068204,1
unknown,low value,50.90156615517605,65.47562052659404,44.86993638,43.36825901875795,yes,14.574054371417994,-1.501677361242045,1
control,medium value,203.71699822858852,192.5869021732497,71.80205973609402,69.84881168198643,no,-11.13009605533881,-1.9532480541075898,0
treatment,medium value,256.8448067901479,414.89080173067833,84.67441403603353,88.69911216118548,no,158.04599494053042,4.024698125151957,0
treatment,medium value,120.03612168998622,201.2494276446208,70.25207641696215,66.62747308424873,no,81.21330595463458,-3.62460333271342,0
control,low value,203.71699822858852,240.67300959902693,49.37949506186703,44.782767604596174,no,36.956011370438404,-4.596727457270859,0
control,medium value,211.3597402249821,254.2041716917176,71.95907018966847,83.07497146693527,yes,42.8444314667355,11.1159012772668,1
control,low value,173.0941221184869,217.39331249339423,56.10021185798761,73.87259310735006,no,44.29919037490734,17.772381249362446,0
treatment,low value,214.73951004264853,336.49865150569053,70.24902619495936,48.87704328070529,no,121.759141463042,-21.37198291425407,0
treatment,high value,193.3116034075047,306.7625796921195,47.77202242061514,50.81054946784416,yes,113.45097628461482,3.0385270472290244,1
treatment,medium value,203.71699822858852,400.9134939438488,59.68350674814305,68.37475045136101,no,197.19649571526026,8.691243703217957,0
treatment,high value,183.4495756503482,290.2216360592617,67.17559970749737,74.74620367362756,no,106.77206040891349,7.570603966130193,0
control,high value,203.71699822858852,256.10542287415376,85.57134335500305,84.36857713,yes,52.38842464556524,-1.202766225003046,1
control,low value,155.43451053851516,185.53321603130527,70.25207641696215,64.49118893520175,unknown,30.098705492790117,-5.760887481760406,0
control,medium value,125.58218689500204,158.1204383675975,70.73561837,74.58410819725684,yes,32.53825147259546,3.8484898272568415,1
unknown,low value,102.40153451946304,124.2167175746322,47.59369621,61.94330919,yes,21.815183055169157,14.349612980000003,1
unknown,low value,187.86327172724856,237.47365342405453,53.69087707844907,58.133944094692495,yes,49.61038169680597,4.443067016243425,1
control,medium value,248.24940450833984,302.5919948107909,68.93570615689268,63.34211953160568,no,54.34259030245104,-5.593586625286996,0
treatment,low value,203.71699822858852,278.4561839023092,55.437055314209694,48.06535339832743,no,74.73918567372067,-7.371701915882262,0
treatment,medium value,203.71699822858852,355.19941454353943,72.21908713028465,88.81851179557002,yes,151.4824163149509,16.59942466528537,1
unknown,medium value,109.20283278069572,141.89169461245254,81.93980871252552,84.08983695442917,yes,32.688861831756824,2.150028241903655,1
control,unknown,173.88919951798698,209.7680209367396,49.38427460365428,55.53635607776442,yes,35.87882141875261,6.152081474110133,1
treatment,unknown,69.59001053805054,104.7063486176596,37.85145311255688,49.02487589795231,yes,35.116338079609065,11.17342278539543,1
treatment,high value,129.06664187234287,280.45795220654577,68.44889887504462,63.63603363285704,yes,151.3913103342029,-4.812865242187577,1
treatment,low value,217.6162354553777,337.1514643574418,51.721523608388026,50.49184729446521,yes,119.53522890206409,-1.2296763139228162,1
treatment,medium value,174.14526547548783,280.45795220654577,70.25207641696215,69.24322662119431,yes,106.31268673105794,-1.0088497957678442,1
control,high value,206.334810678386,244.04324338738783,92.90737582106784,73.87259310735006,no,37.70843270900184,-19.03478271371779,0
unknown,medium value,204.42829274119785,248.57650160395747,77.31883584667392,74.81874364007308,no,44.14820886275962,-2.50009220660084,0
control,high value,247.33989558507,306.2217658,87.31761848458171,89.32896740943012,no,58.88187021493002,2.0113489248484058,0
control,low value,203.71699822858852,181.6946742514216,70.25207641696215,51.46885298288464,no,-22.022323977166934,-18.783223434077513,0
control,unknown,203.71699822858852,217.60252011560283,57.80302079098725,63.80320032603643,yes,13.885521887014306,6.000179535049185,1
treatment,low value,155.16239203252053,254.0487817060064,55.088661320849695,73.87259310735006,no,98.88638967348587,18.78393178650036,0
control,medium value,105.88819435693642,121.54664603114271,73.43940508480883,61.23083443346768,yes,15.65845167420629,-12.208570651341148,1
treatment,high value,203.71699822858852,289.7507632117436,70.25207641696215,73.87259310735006,no,86.0337649831551,3.620516690387902,0
control,unknown,203.84622026439388,280.45795220654577,97.77434635079392,73.87259310735006,no,76.61173194215189,-23.901753243443864,0
control,high value,172.72458321771842,280.45795220654577,63.59551386251921,62.60279110337585,no,107.73336898882735,-0.992722759143362,0
control,low value,203.71699822858852,280.45795220654577,52.45147033769149,73.87259310735006,yes,76.74095397795725,21.421122769658567,1
control,medium value,220.35305792491548,260.3160202648037,70.25207641696215,73.87259310735006,yes,39.96296233988821,3.620516690387902,1
control,low value,203.71699822858852,211.8341698736238,57.15394608648352,66.51888419407248,no,8.117171645035285,9.364938107588962,0
unknown,medium value,203.71699822858852,304.2179827,70.25207641696215,73.87259310735006,yes,100.50098447141147,3.620516690387902,1
treatment,low value,83.51745431424445,115.2686295059742,57.65018659791474,59.07681371631442,yes,31.751175191729757,1.4266271183996793,1
treatment,medium value,203.71699822858852,313.1282191073797,77.05400179600649,73.87259310735006,no,109.4112208787912,-3.1814086886564326,0
control,medium value,124.0610370233764,147.2888880778642,70.37107331792214,73.87259310735006,yes,23.227851054487786,3.501519789427917,1
control,high value,190.93107164422,222.36520824990023,89.86875596435675,100.0,yes,31.434136605680237,10.131244035643249,1
treatment,low value,114.19898010414514,180.0762386505341,70.24902619495936,58.27092222582783,yes,65.87725854638896,-11.978103969131524,1
control,unknown,240.1672160148634,283.6334277971378,86.20176049281349,88.62621789320652,yes,43.4662117822744,2.424457400393024,1
control,unknown,203.71699822858852,349.6530556673821,100.0,100.0,no,145.93605743879357,0.0,0
treatment,low value,203.71699822858852,261.1634234132366,70.25207641696215,55.232675577574845,yes,57.44642518464809,-15.019400839387309,1
control,medium value,203.71699822858852,225.72493043218608,63.68304743280905,74.24268717779867,no,22.007932203597562,10.559639744989624,0
treatment,high value,203.71699822858852,391.89857763396856,77.31042258719715,75.54435959078337,yes,188.18157940538003,-1.7660629964137797,1
control,low value,183.2514817163633,224.12502376281265,56.00008869618496,69.04352863,no,40.87354204644936,13.043439933815037,0
treatment,medium value,171.40453344931794,277.53996751950393,70.35697237790244,73.87259310735006,no,106.135434070186,3.515620729447619,0
control,high value,216.2980214335891,258.22880526062426,78.59967018874215,73.87259310735006,yes,41.93078382703516,-4.727077081392096,1
control,high value,313.25897158577675,373.7458759490943,79.83796465669677,79.68999240973501,no,60.486904363317535,-0.14797224696175704,0
unknown,high value,166.21853659927163,270.58059877920937,70.25207641696215,100.0,no,104.36206217993774,29.747923583037846,0
control,medium value,148.31095050500954,180.5533428762252,70.25207641696215,89.37167877,yes,32.24239237121566,19.11960235303785,1
control,high value,235.4718562773555,280.45795220654577,100.0,100.0,yes,44.98609592919027,0.0,1
treatment,medium value,287.02972358916884,443.6149956730719,59.45040746749298,72.02320518,no,156.58527208390308,12.572797712507025,0
control,unknown,203.3162008398926,241.45937478925887,76.77542242191747,73.87259310735006,no,38.143173949366286,-2.9028293145674127,0
treatment,low value,82.81128524,134.2995893180347,45.21091867,53.76911728230207,no,51.48830407803469,8.558198612302071,0
control,unknown,226.8063221770221,273.60928420263804,69.87867982559113,73.87259310735006,unknown,46.802962025615926,3.993913281758921,0
control,low value,142.14509377871332,174.6690213,45.46557948686463,73.87259310735006,no,32.52392752128668,28.40701362048543,0
control,low value,184.19501755220332,229.8170514140405,48.01131882,63.59294053068419,no,45.62203386183717,15.581621710684189,0
unknown,unknown,95.18887408838091,118.63425678154874,70.25207641696215,73.87259310735006,no,23.44538269316783,3.620516690387902,0
treatment,medium value,107.32651653462985,167.42760664277768,45.70772336667737,47.75615183089792,no,60.10109010814783,2.0484284642205495,0
unknown,low value,153.45868422595788,192.74020149283632,70.25207641696215,61.81607780384509,yes,39.28151726687844,-8.435998613117064,1
treatment,high value,286.8828042675456,452.9461324559351,85.04933427420163,90.84836236572475,yes,166.0633281883895,5.799028091523127,1
control,medium value,118.20570140025168,153.87836163115398,59.55369220076191,69.01605358,no,35.672660230902295,9.462361379238097,0
control,low value,153.42948703202973,183.77556993705724,59.714426287838926,66.32092225544687,unknown,30.346082905027515,6.606495967607948,0
control,unknown,115.15011769786302,141.4602126992378,64.91575853931889,80.55479709449776,no,26.310095001374762,15.639038555178871,0
control,medium value,196.0682231865783,237.1784979424881,71.71208915983082,73.87259310735006,no,41.110274755909785,2.1605039475192314,0
unknown,medium value,194.0533425080158,308.7456877770145,64.405624,61.771039744245016,no,114.69234526899871,-2.6345842557549872,0
treatment,high value,127.48777695763631,206.61470146537536,70.25207641696215,73.87259310735006,yes,79.12692450773905,3.620516690387902,1
treatment,low value,221.9983506437409,350.9291229385389,33.89719533019942,73.87259310735006,yes,128.930772294798,39.97539777715063,1
treatment,medium value,203.71699822858852,138.66784257981786,69.92563399041546,80.16523745766345,yes,-65.04915564877066,10.239603467247989,1
control,medium value,256.6372027450637,314.4612337114002,82.70814903757362,88.85997544636248,no,57.82403096633652,6.151826408788864,0
treatment,unknown,203.71699822858852,414.6203700990753,70.25207641696215,73.87259310735006,yes,210.90337187048675,3.620516690387902,1
treatment,low value,170.01826590881566,288.5966908001323,57.36051238232653,57.37078286778385,no,118.57842489131664,0.010270485457319012,0
control,medium value,224.1363814952447,268.6370320761976,72.98299105,96.89472095,yes,44.50065058095291,23.91172990000001,1
unknown,unknown,176.59742471242086,212.6696359096217,53.43115447433955,52.644840102196746,unknown,36.07221119720083,-0.7863143721428045,0
control,unknown,101.32348693992375,117.3006589265023,90.83919364200578,73.87259310735006,yes,15.97717198657854,-16.966600534655726,1
control,low value,203.71699822858852,227.96808536123845,70.25207641696215,73.87259310735006,no,24.25108713264993,3.620516690387902,0
treatment,high value,117.7902189175097,185.5967207076651,84.70793181930459,100.0,no,67.8065017901554,15.29206818069541,0
treatment,low value,159.48432349576328,255.27887571214927,60.94804930327129,63.71079702783771,yes,95.794552216386,2.7627477245664167,1
control,unknown,108.81046298695524,280.45795220654577,60.40510897018383,54.45266605940755,yes,171.6474892195905,-5.952442910776284,1
control,low value,205.9399561635692,251.3922859388175,70.25207641696215,58.44117208707795,yes,45.4523297752483,-11.810904329884202,1
control,unknown,225.68436,263.2874839810045,100.0,73.87259310735006,no,37.60312398100453,-26.127406892649944,0
treatment,high value,203.71699822858852,391.71916845143073,76.75320717982359,65.68159773478793,no,188.0021702228422,-11.071609445035662,0
treatment,high value,203.71699822858852,347.9683413872773,79.40385768539782,51.96485029067546,no,144.25134315868877,-27.439007394722367,0
